md5,sha1,sha256,date,detected_by,malicious,virustotal_link,virustotal_results,extension,mime_extension,AI_1_value_result,mimetype
8513646001e5d583ebd2bef914e44451,c7725c3b866418515cea035c5442be874a6a1c4e,755fa6bf42210a42659cf86c0ab27006508c082d307069da186f5e4f274ccd66,26/05/2021,"{'Magic': 'Malicious or wrong extension used', 'AI_1': 'Potencialmente malicioso'}",True,None,??/??,,,[0.94091239],application/x-dosexec
